Vessel_ID,Timestamp_Entry,Timestamp_Exit,Containers_Unloaded (TEUs),Containers_Loaded (TEUs),Time,Time_in_Hours,Entry_Day,Exit_Day
V0208,2023-09-26 05:37:27.554084,2023-10-13 21:37:27.559594,3260,2142,17 days 16:00:00.005510,424.00000153055555,26,13
V0209,2023-09-13 11:37:27.554084,2023-10-09 12:37:27.559594,3378,487,26 days 01:00:00.005510,625.0000015305556,13,9
V0210,2023-09-13 07:37:27.554084,2023-10-26 10:37:27.559594,3859,4166,43 days 03:00:00.005510,1035.0000015305557,13,26
V0211,2023-09-16 00:37:27.554084,2023-11-02 08:37:27.559594,491,4238,47 days 08:00:00.005510,1136.0000015305557,16,2
V0212,2023-09-18 04:37:27.554084,2023-11-02 07:37:27.559594,2421,2865,45 days 03:00:00.005510,1083.0000015305557,18,2
V0213,2023-09-07 01:37:27.554084,2023-10-22 06:37:27.559594,4077,2874,45 days 05:00:00.005510,1085.0000015305557,7,22
V0214,2023-08-29 17:37:27.554084,2023-10-27 18:37:27.559594,809,2513,59 days 01:00:00.005510,1417.0000015305554,29,27
V0215,2023-09-10 06:37:27.554084,2023-10-31 23:37:27.559594,4304,1453,51 days 17:00:00.005510,1241.0000015305554,10,31
V0216,2023-09-05 14:37:27.554084,2023-10-07 07:37:27.559594,2481,1022,31 days 17:00:00.005510,761.0000015305556,5,7
V0217,2023-09-25 03:37:27.554084,2023-11-03 02:37:27.559594,3018,1733,38 days 23:00:00.005510,935.0000015305556,25,3
V0218,2023-09-28 09:37:27.554084,2023-10-06 23:37:27.559594,4258,2587,8 days 14:00:00.005510,206.00000153055558,28,6
V0219,2023-09-09 10:37:27.554084,2023-10-11 13:37:27.559594,4556,1144,32 days 03:00:00.005510,771.0000015305556,9,11
V0220,2023-09-26 03:37:27.554084,2023-10-31 12:37:27.559594,2033,3307,35 days 09:00:00.005510,849.0000015305556,26,31
V0221,2023-09-11 10:37:27.554084,2023-10-24 03:37:27.559594,717,1346,42 days 17:00:00.005510,1025.0000015305557,11,24
V0222,2023-09-03 06:37:27.554084,2023-10-11 10:37:27.559594,593,3158,38 days 04:00:00.005510,916.0000015305556,3,11
V0223,2023-09-11 18:37:27.554084,2023-10-27 03:37:27.559594,280,3518,45 days 09:00:00.005510,1089.0000015305557,11,27
V0224,2023-09-30 08:37:27.554084,2023-10-14 11:37:27.559594,1073,4447,14 days 03:00:00.005510,339.00000153055555,30,14
V0225,2023-09-12 13:37:27.554084,2023-10-12 03:37:27.559594,2199,3998,29 days 14:00:00.005510,710.0000015305556,12,12
V0226,2023-09-07 01:37:27.554084,2023-10-29 21:37:27.559594,2608,1850,52 days 20:00:00.005510,1268.0000015305554,7,29
V0227,2023-09-08 20:37:27.554084,2023-11-01 17:37:27.559594,3359,2535,53 days 21:00:00.005510,1293.0000015305554,8,1
V0228,2023-08-29 13:37:27.554084,2023-10-20 13:37:27.559594,751,818,52 days 00:00:00.005510,1248.0000015305554,29,20
V0229,2023-09-28 07:37:27.554084,2023-10-02 06:37:27.559594,1789,1324,3 days 23:00:00.005510,95.00000153055555,28,2
V0230,2023-09-18 20:37:27.554084,2023-10-14 08:37:27.559594,2366,2614,25 days 12:00:00.005510,612.0000015305556,18,14
V0231,2023-09-01 01:37:27.554084,2023-10-09 05:37:27.559594,1670,934,38 days 04:00:00.005510,916.0000015305556,1,9
V0232,2023-09-10 05:37:27.554084,2023-11-01 23:37:27.559594,2802,3667,52 days 18:00:00.005510,1266.0000015305554,10,1
V0233,2023-09-09 16:37:27.554084,2023-10-02 06:37:27.559594,846,2176,22 days 14:00:00.005510,542.0000015305556,9,2
V0234,2023-09-26 06:37:27.554084,2023-10-19 13:37:27.559594,4438,1275,23 days 07:00:00.005510,559.0000015305556,26,19
V0235,2023-08-29 21:37:27.554084,2023-10-08 14:37:27.559594,1785,2189,39 days 17:00:00.005510,953.0000015305556,29,8
V0236,2023-09-20 15:37:27.554084,2023-10-12 15:37:27.559594,3975,2115,22 days 00:00:00.005510,528.0000015305556,20,12
V0237,2023-09-16 02:37:27.554084,2023-10-30 23:37:27.559594,1524,850,44 days 21:00:00.005510,1077.0000015305557,16,30
V0238,2023-09-16 23:37:27.554084,2023-10-21 22:37:27.559594,590,3546,34 days 23:00:00.005510,839.0000015305556,16,21
V0239,2023-09-24 00:37:27.554084,2023-10-09 05:37:27.559594,4052,2646,15 days 05:00:00.005510,365.00000153055555,24,9
V0240,2023-09-11 09:37:27.554084,2023-10-20 07:37:27.559594,430,1527,38 days 22:00:00.005510,934.0000015305556,11,20
V0241,2023-09-30 03:37:27.554084,2023-10-01 17:37:27.559594,1678,635,1 days 14:00:00.005510,38.00000153055555,30,1
V0242,2023-09-06 01:37:27.554084,2023-10-16 22:37:27.559594,533,1919,40 days 21:00:00.005510,981.0000015305556,6,16
V0243,2023-09-26 22:37:27.554084,2023-10-28 07:37:27.559594,2980,1049,31 days 09:00:00.005510,753.0000015305556,26,28
V0244,2023-09-02 11:37:27.554084,2023-10-11 17:37:27.559594,308,1323,39 days 06:00:00.005510,942.0000015305556,2,11
V0245,2023-09-11 12:37:27.554084,2023-10-18 07:37:27.559594,3630,1901,36 days 19:00:00.005510,883.0000015305556,11,18
V0246,2023-09-11 11:37:27.554084,2023-10-22 19:37:27.559594,569,280,41 days 08:00:00.005510,992.0000015305556,11,22
V0247,2023-09-19 07:37:27.554084,2023-10-08 19:37:27.559594,539,4316,19 days 12:00:00.005510,468.00000153055555,19,8
V0248,2023-09-03 21:37:27.554084,2023-10-08 16:37:27.559594,3962,57,34 days 19:00:00.005510,835.0000015305556,3,8
V0249,2023-09-07 21:37:27.554084,2023-10-08 19:37:27.559594,1754,2723,30 days 22:00:00.005510,742.0000015305556,7,8
V0250,2023-09-01 20:37:27.554084,2023-10-26 21:37:27.559594,1329,476,55 days 01:00:00.005510,1321.0000015305554,1,26
V0251,2023-09-01 11:37:27.554084,2023-10-03 07:37:27.559594,554,1080,31 days 20:00:00.005510,764.0000015305556,1,3
V0252,2023-09-01 17:37:27.554084,2023-10-10 08:37:27.559594,1420,738,38 days 15:00:00.005510,927.0000015305556,1,10
V0253,2023-09-30 02:37:27.554084,2023-10-14 14:37:27.559594,564,2260,14 days 12:00:00.005510,348.00000153055555,30,14
V0254,2023-09-07 05:37:27.554084,2023-10-27 04:37:27.559594,1586,273,49 days 23:00:00.005510,1199.0000015305554,7,27
V0255,2023-09-23 01:37:27.554084,2023-10-18 08:37:27.559594,1748,460,25 days 07:00:00.005510,607.0000015305556,23,18
V0256,2023-09-02 03:37:27.554084,2023-10-29 03:37:27.559594,1528,3012,57 days 00:00:00.005510,1368.0000015305554,2,29
V0257,2023-09-18 21:37:27.554084,2023-10-13 23:37:27.559594,1783,73,25 days 02:00:00.005510,602.0000015305556,18,13
V0258,2023-09-29 09:37:27.554084,2023-11-01 10:37:27.559594,3257,2209,33 days 01:00:00.005510,793.0000015305556,29,1
V0259,2023-08-29 04:37:27.554084,2023-10-12 14:37:27.559594,4552,2423,44 days 10:00:00.005510,1066.0000015305557,29,12
V0260,2023-09-19 21:37:27.554084,2023-10-27 20:37:27.559594,3865,50,37 days 23:00:00.005510,911.0000015305556,19,27
V0261,2023-09-07 23:37:27.554084,2023-10-05 03:37:27.559594,3321,1441,27 days 04:00:00.005510,652.0000015305556,7,5
V0262,2023-09-10 12:37:27.554084,2023-10-14 02:37:27.559594,333,3782,33 days 14:00:00.005510,806.0000015305556,10,14
V0263,2023-09-14 18:37:27.554084,2023-10-10 23:37:27.559594,4440,1736,26 days 05:00:00.005510,629.0000015305556,14,10
V0264,2023-09-28 04:37:27.555083,2023-10-03 00:37:27.559594,1409,1985,4 days 20:00:00.004511,116.00000125305556,28,3
V0265,2023-08-31 07:37:27.555083,2023-10-25 02:37:27.559594,1619,2606,54 days 19:00:00.004511,1315.0000012530554,31,25
V0266,2023-09-26 11:37:27.555083,2023-10-21 06:37:27.559594,457,3170,24 days 19:00:00.004511,595.0000012530556,26,21
V0267,2023-09-08 21:37:27.555083,2023-10-14 05:37:27.559594,2809,2553,35 days 08:00:00.004511,848.0000012530556,8,14
V0268,2023-08-31 20:37:27.555083,2023-10-11 05:37:27.559594,778,1015,40 days 09:00:00.004511,969.0000012530556,31,11
V0269,2023-09-05 22:37:27.555083,2023-10-13 18:37:27.559594,2236,871,37 days 20:00:00.004511,908.0000012530556,5,13
V0270,2023-09-05 13:37:27.555083,2023-10-20 15:37:27.559594,4166,673,45 days 02:00:00.004511,1082.0000012530556,5,20
V0271,2023-09-10 18:37:27.555083,2023-10-08 19:37:27.559594,3806,3710,28 days 01:00:00.004511,673.0000012530556,10,8
V0272,2023-09-08 04:37:27.555083,2023-10-08 17:37:27.559594,3656,116,30 days 13:00:00.004511,733.0000012530556,8,8
V0273,2023-08-30 08:37:27.555083,2023-10-24 19:37:27.559594,3350,1462,55 days 11:00:00.004511,1331.0000012530554,30,24
V0274,2023-09-15 16:37:27.555083,2023-10-14 02:37:27.559594,1864,2419,28 days 10:00:00.004511,682.0000012530556,15,14
V0275,2023-09-06 10:37:27.555083,2023-10-20 19:37:27.559594,3998,1550,44 days 09:00:00.004511,1065.0000012530556,6,20
V0276,2023-09-17 19:37:27.555083,2023-10-13 12:37:27.559594,1729,712,25 days 17:00:00.004511,617.0000012530556,17,13
V0277,2023-09-13 13:37:27.555083,2023-10-13 14:37:27.559594,2144,4488,30 days 01:00:00.004511,721.0000012530556,13,13
V0278,2023-08-29 06:37:27.555083,2023-10-27 06:37:27.559594,4206,2786,59 days 00:00:00.004511,1416.0000012530554,29,27
V0279,2023-09-01 23:37:27.555083,2023-11-01 19:37:27.559594,1417,685,60 days 20:00:00.004511,1460.0000012530554,1,1
V0280,2023-09-22 09:37:27.555083,2023-10-03 09:37:27.559594,3194,4046,11 days 00:00:00.004511,264.00000125305553,22,3
V0281,2023-08-30 21:37:27.555083,2023-10-14 06:37:27.559594,2502,3645,44 days 09:00:00.004511,1065.0000012530556,30,14
V0282,2023-09-04 03:37:27.555083,2023-10-02 18:37:27.559594,1441,2042,28 days 15:00:00.004511,687.0000012530556,4,2
V0283,2023-09-27 05:37:27.555083,2023-10-29 07:37:27.559594,1332,4040,32 days 02:00:00.004511,770.0000012530556,27,29
V0284,2023-09-26 17:37:27.555083,2023-10-04 02:37:27.559594,2541,2154,7 days 09:00:00.004511,177.00000125305556,26,4
V0285,2023-09-09 06:37:27.555083,2023-10-27 05:37:27.559594,274,4539,47 days 23:00:00.004511,1151.0000012530556,9,27
V0286,2023-09-18 02:37:27.555083,2023-10-26 17:37:27.559594,365,2647,38 days 15:00:00.004511,927.0000012530556,18,26
V0287,2023-09-13 20:37:27.555083,2023-10-18 05:37:27.559594,4434,2533,34 days 09:00:00.004511,825.0000012530556,13,18
V0288,2023-09-16 22:37:27.555083,2023-10-25 08:37:27.559594,4445,361,38 days 10:00:00.004511,922.0000012530556,16,25
V0289,2023-09-08 03:37:27.555083,2023-10-22 18:37:27.559594,1582,257,44 days 15:00:00.004511,1071.0000012530556,8,22
V0290,2023-09-15 18:37:27.555083,2023-10-19 07:37:27.559594,1641,3163,33 days 13:00:00.004511,805.0000012530556,15,19
V0291,2023-09-26 11:37:27.555083,2023-10-07 09:37:27.559594,696,2660,10 days 22:00:00.004511,262.00000125305553,26,7
V0292,2023-09-27 03:37:27.555083,2023-10-17 07:37:27.559594,3594,1576,20 days 04:00:00.004511,484.00000125305553,27,17
V0293,2023-09-04 13:37:27.555083,2023-10-17 13:37:27.559594,1824,1384,43 days 00:00:00.004511,1032.0000012530556,4,17
V0294,2023-08-30 09:37:27.555083,2023-10-29 05:37:27.559594,4556,1364,59 days 20:00:00.004511,1436.0000012530554,30,29
V0295,2023-09-12 22:37:27.555083,2023-10-24 07:37:27.559594,58,1022,41 days 09:00:00.004511,993.0000012530556,12,24
V0296,2023-09-15 17:37:27.555083,2023-10-10 17:37:27.559594,4215,3368,25 days 00:00:00.004511,600.0000012530556,15,10
V0297,2023-09-28 23:37:27.555083,2023-10-23 18:37:27.559594,1273,4002,24 days 19:00:00.004511,595.0000012530556,28,23
V0298,2023-09-16 04:37:27.555083,2023-10-25 01:37:27.559594,2025,1403,38 days 21:00:00.004511,933.0000012530556,16,25
V0299,2023-09-06 06:37:27.555083,2023-10-18 19:37:27.559594,3859,825,42 days 13:00:00.004511,1021.0000012530556,6,18
V0300,2023-09-28 17:37:27.555083,2023-10-30 16:37:27.559594,3601,697,31 days 23:00:00.004511,767.0000012530556,28,30
V0301,2023-09-14 09:37:27.555083,2023-10-20 03:37:27.559594,746,828,35 days 18:00:00.004511,858.0000012530556,14,20
V0302,2023-09-04 01:37:27.555083,2023-10-24 04:37:27.559594,4240,4385,50 days 03:00:00.004511,1203.0000012530554,4,24
V0303,2023-09-19 16:37:27.555083,2023-10-08 22:37:27.559594,4330,3622,19 days 06:00:00.004511,462.00000125305553,19,8
V0304,2023-09-20 06:37:27.555083,2023-10-11 22:37:27.559594,448,2865,21 days 16:00:00.004511,520.0000012530555,20,11
V0305,2023-09-22 03:37:27.555083,2023-10-18 06:37:27.559594,1395,199,26 days 03:00:00.004511,627.0000012530556,22,18
V0306,2023-09-18 18:37:27.555083,2023-10-14 20:37:27.559594,3156,4313,26 days 02:00:00.004511,626.0000012530556,18,14
V0307,2023-09-22 04:37:27.555083,2023-10-15 11:37:27.559594,2378,2320,23 days 07:00:00.004511,559.0000012530555,22,15
V0308,2023-09-11 06:37:27.555083,2023-10-06 11:37:27.559594,2831,4518,25 days 05:00:00.004511,605.0000012530556,11,6
V0309,2023-09-02 21:37:27.555083,2023-10-17 07:37:27.559594,2479,4241,44 days 10:00:00.004511,1066.0000012530556,2,17
V0310,2023-09-18 08:37:27.555083,2023-10-19 17:37:27.559594,3296,1516,31 days 09:00:00.004511,753.0000012530556,18,19
V0311,2023-09-12 03:37:27.555083,2023-10-07 03:37:27.559594,4086,4107,25 days 00:00:00.004511,600.0000012530556,12,7
V0312,2023-08-29 00:37:27.555083,2023-10-04 23:37:27.559594,746,142,36 days 23:00:00.004511,887.0000012530556,29,4
V0313,2023-09-12 07:37:27.555083,2023-11-01 12:37:27.559594,2454,3797,50 days 05:00:00.004511,1205.0000012530554,12,1
V0314,2023-09-17 13:37:27.555083,2023-10-19 16:37:27.559594,2350,578,32 days 03:00:00.004511,771.0000012530556,17,19
V0315,2023-09-02 08:37:27.555083,2023-10-11 19:37:27.559594,2552,2022,39 days 11:00:00.004511,947.0000012530556,2,11
V0316,2023-09-28 18:37:27.555083,2023-10-11 05:37:27.559594,4057,2226,12 days 11:00:00.004511,299.00000125305553,28,11
V0317,2023-09-24 11:37:27.555083,2023-10-01 07:37:27.559594,998,940,6 days 20:00:00.004511,164.00000125305556,24,1
V0318,2023-09-06 08:37:27.555083,2023-10-12 03:37:27.559594,2640,3015,35 days 19:00:00.004511,859.0000012530556,6,12
V0319,2023-09-10 15:37:27.555083,2023-10-24 07:37:27.559594,4305,2812,43 days 16:00:00.004511,1048.0000012530556,10,24
V0320,2023-10-01 02:37:27.555083,2023-10-02 05:37:27.559594,2712,2382,1 days 03:00:00.004511,27.000001253055558,1,2
V0321,2023-09-29 22:37:27.555083,2023-10-15 13:37:27.559594,2835,3827,15 days 15:00:00.004511,375.00000125305553,29,15
V0322,2023-09-13 02:37:27.555083,2023-10-18 02:37:27.559594,3671,4340,35 days 00:00:00.004511,840.0000012530556,13,18
V0323,2023-09-11 14:37:27.555083,2023-10-23 20:37:27.559594,1664,901,42 days 06:00:00.004511,1014.0000012530556,11,23
V0324,2023-09-08 22:37:27.555083,2023-10-14 02:37:27.559594,351,4101,35 days 04:00:00.004511,844.0000012530556,8,14
V0325,2023-09-12 10:37:27.555083,2023-10-31 14:37:27.559594,55,2015,49 days 04:00:00.004511,1180.0000012530554,12,31
V0326,2023-09-04 22:37:27.555083,2023-10-09 14:37:27.559594,222,294,34 days 16:00:00.004511,832.0000012530556,4,9
V0327,2023-09-20 03:37:27.555083,2023-10-11 23:37:27.559594,4061,132,21 days 20:00:00.004511,524.0000012530555,20,11
V0328,2023-09-18 13:37:27.555083,2023-10-04 01:37:27.559594,4188,3995,15 days 12:00:00.004511,372.00000125305553,18,4
V0329,2023-09-26 18:37:27.555083,2023-10-30 02:37:27.559594,3821,3602,33 days 08:00:00.004511,800.0000012530556,26,30
V0330,2023-09-18 04:37:27.555083,2023-10-03 07:37:27.559594,4557,700,15 days 03:00:00.004511,363.00000125305553,18,3
V0331,2023-09-25 20:37:27.555083,2023-10-11 12:37:27.559594,2387,235,15 days 16:00:00.004511,376.00000125305553,25,11
V0332,2023-09-23 21:37:27.555083,2023-10-08 14:37:27.559594,3511,1386,14 days 17:00:00.004511,353.00000125305553,23,8
V0333,2023-09-13 01:37:27.555083,2023-10-27 05:37:27.559594,2757,3450,44 days 04:00:00.004511,1060.0000012530556,13,27
V0334,2023-09-16 18:37:27.555083,2023-10-16 05:37:27.559594,1085,2395,29 days 11:00:00.004511,707.0000012530556,16,16
V0335,2023-09-09 21:37:27.555083,2023-10-15 22:37:27.559594,582,486,36 days 01:00:00.004511,865.0000012530556,9,15
V0336,2023-09-12 22:37:27.555083,2023-10-04 17:37:27.559594,854,2311,21 days 19:00:00.004511,523.0000012530555,12,4
V0337,2023-09-21 02:37:27.555083,2023-10-30 08:37:27.559594,3031,2073,39 days 06:00:00.004511,942.0000012530556,21,30
V0338,2023-09-09 15:37:27.555083,2023-10-22 11:37:27.559594,1759,506,42 days 20:00:00.004511,1028.0000012530556,9,22
V0339,2023-09-06 19:37:27.555083,2023-10-12 07:37:27.559594,2305,2099,35 days 12:00:00.004511,852.0000012530556,6,12
V0340,2023-09-09 05:37:27.555083,2023-10-13 03:37:27.559594,3995,1030,33 days 22:00:00.004511,814.0000012530556,9,13
V0341,2023-09-19 21:37:27.555083,2023-11-02 23:37:27.559594,2380,884,44 days 02:00:00.004511,1058.0000012530556,19,2
V0342,2023-09-17 18:37:27.555083,2023-10-26 15:37:27.559594,3030,4328,38 days 21:00:00.004511,933.0000012530556,17,26
V0343,2023-09-07 10:37:27.555083,2023-10-16 20:37:27.559594,2605,2260,39 days 10:00:00.004511,946.0000012530556,7,16
V0344,2023-09-30 03:37:27.555083,2023-10-09 21:37:27.559594,1737,3624,9 days 18:00:00.004511,234.00000125305556,30,9
V0345,2023-09-05 03:37:27.555083,2023-10-03 05:37:27.559594,1560,1454,28 days 02:00:00.004511,674.0000012530556,5,3
V0346,2023-09-02 09:37:27.555083,2023-10-12 06:37:27.559594,1776,1515,39 days 21:00:00.004511,957.0000012530556,2,12
V0347,2023-09-14 22:37:27.555083,2023-10-21 22:37:27.559594,1552,1346,37 days 00:00:00.004511,888.0000012530556,14,21
V0348,2023-09-05 18:37:27.555083,2023-10-11 02:37:27.559594,1357,3818,35 days 08:00:00.004511,848.0000012530556,5,11
V0349,2023-09-05 23:37:27.555083,2023-10-29 12:37:27.559594,1725,692,53 days 13:00:00.004511,1285.0000012530554,5,29
V0350,2023-09-01 09:37:27.555083,2023-10-05 19:37:27.559594,3955,4241,34 days 10:00:00.004511,826.0000012530556,1,5
V0351,2023-09-05 17:37:27.555083,2023-10-23 16:37:27.559594,3061,415,47 days 23:00:00.004511,1151.0000012530556,5,23
V0352,2023-09-01 16:37:27.555083,2023-10-14 04:37:27.559594,2508,4190,42 days 12:00:00.004511,1020.0000012530556,1,14
V0353,2023-09-04 12:37:27.555083,2023-10-09 01:37:27.559594,1310,2944,34 days 13:00:00.004511,829.0000012530556,4,9
V0354,2023-09-11 10:37:27.555083,2023-10-18 02:37:27.559594,3298,3177,36 days 16:00:00.004511,880.0000012530556,11,18
V0355,2023-09-04 19:37:27.555083,2023-10-13 03:37:27.559594,2639,437,38 days 08:00:00.004511,920.0000012530556,4,13
V0356,2023-09-07 07:37:27.555083,2023-11-01 18:37:27.559594,3157,960,55 days 11:00:00.004511,1331.0000012530554,7,1
V0357,2023-09-23 11:37:27.555083,2023-10-26 09:37:27.559594,963,4528,32 days 22:00:00.004511,790.0000012530556,23,26
V0358,2023-09-02 00:37:27.555083,2023-10-31 13:37:27.559594,987,3092,59 days 13:00:00.004511,1429.0000012530554,2,31
V0359,2023-09-01 04:37:27.555083,2023-10-09 18:37:27.559594,3467,2502,38 days 14:00:00.004511,926.0000012530556,1,9
V0360,2023-09-15 00:37:27.555083,2023-10-23 16:37:27.559594,77,3994,38 days 16:00:00.004511,928.0000012530556,15,23
V0361,2023-09-29 07:37:27.555083,2023-10-13 02:37:27.559594,218,2637,13 days 19:00:00.004511,331.00000125305553,29,13
V0362,2023-09-23 09:37:27.555083,2023-11-02 14:37:27.559594,1656,675,40 days 05:00:00.004511,965.0000012530556,23,2
V0363,2023-09-04 23:37:27.555083,2023-10-08 00:37:27.559594,3205,2115,33 days 01:00:00.004511,793.0000012530556,4,8
V0364,2023-09-23 09:37:27.555083,2023-10-08 01:37:27.559594,1418,3027,14 days 16:00:00.004511,352.00000125305553,23,8
V0365,2023-09-04 12:37:27.555083,2023-10-14 19:37:27.559594,3976,1434,40 days 07:00:00.004511,967.0000012530556,4,14
V0366,2023-09-27 19:37:27.555083,2023-10-07 16:37:27.559594,1026,753,9 days 21:00:00.004511,237.00000125305556,27,7
V0367,2023-09-10 10:37:27.555083,2023-10-13 00:37:27.559594,338,2596,32 days 14:00:00.004511,782.0000012530556,10,13
V0368,2023-09-13 14:37:27.555083,2023-10-21 17:37:27.559594,1963,2228,38 days 03:00:00.004511,915.0000012530556,13,21
V0369,2023-09-28 13:37:27.555083,2023-10-05 09:37:27.559594,185,1526,6 days 20:00:00.004511,164.00000125305556,28,5
V0370,2023-09-21 13:37:27.555083,2023-10-13 08:37:27.559594,1732,3657,21 days 19:00:00.004511,523.0000012530555,21,13
V0371,2023-09-11 10:37:27.555083,2023-10-30 18:37:27.559594,659,267,49 days 08:00:00.004511,1184.0000012530554,11,30
V0372,2023-09-23 14:37:27.555083,2023-10-12 07:37:27.559594,3510,3363,18 days 17:00:00.004511,449.00000125305553,23,12
V0373,2023-09-05 14:37:27.555083,2023-10-07 14:37:27.559594,3388,3334,32 days 00:00:00.004511,768.0000012530556,5,7
V0374,2023-09-14 03:37:27.555083,2023-10-17 20:37:27.559594,1648,3503,33 days 17:00:00.004511,809.0000012530556,14,17
V0375,2023-09-30 22:37:27.555083,2023-10-29 22:37:27.559594,1831,4027,29 days 00:00:00.004511,696.0000012530556,30,29
V0376,2023-09-04 11:37:27.555083,2023-10-10 12:37:27.559594,1145,4406,36 days 01:00:00.004511,865.0000012530556,4,10
V0377,2023-09-25 04:37:27.555083,2023-10-10 15:37:27.559594,3898,3385,15 days 11:00:00.004511,371.00000125305553,25,10
V0378,2023-08-30 09:37:27.555083,2023-11-02 07:37:27.559594,3701,4105,63 days 22:00:00.004511,1534.0000012530554,30,2
V0379,2023-09-28 00:37:27.555083,2023-10-08 18:37:27.559594,654,1759,10 days 18:00:00.004511,258.00000125305553,28,8
V0380,2023-09-07 05:37:27.555083,2023-10-04 20:37:27.559594,1327,4191,27 days 15:00:00.004511,663.0000012530556,7,4
V0381,2023-09-14 12:37:27.555083,2023-10-13 13:37:27.559594,2559,3589,29 days 01:00:00.004511,697.0000012530556,14,13
V0382,2023-10-01 02:37:27.555083,2023-10-23 05:37:27.559594,664,296,22 days 03:00:00.004511,531.0000012530555,1,23
V0383,2023-09-14 17:37:27.555083,2023-10-07 09:37:27.559594,3563,3499,22 days 16:00:00.004511,544.0000012530555,14,7
V0384,2023-09-09 19:37:27.555083,2023-10-21 00:37:27.559594,3310,1762,41 days 05:00:00.004511,989.0000012530556,9,21
V0385,2023-08-30 11:37:27.555083,2023-11-03 08:37:27.559594,2380,29,64 days 21:00:00.004511,1557.0000012530554,30,3
V0386,2023-09-11 16:37:27.555083,2023-10-13 18:37:27.559594,4302,3169,32 days 02:00:00.004511,770.0000012530556,11,13
V0387,2023-09-04 06:37:27.555083,2023-10-02 12:37:27.559594,1481,3708,28 days 06:00:00.004511,678.0000012530556,4,2
V0388,2023-09-15 04:37:27.555083,2023-10-05 17:37:27.559594,1203,2444,20 days 13:00:00.004511,493.00000125305553,15,5
V0389,2023-08-30 22:37:27.555083,2023-10-30 04:37:27.559594,1811,2296,60 days 06:00:00.004511,1446.0000012530554,30,30
V0390,2023-09-25 21:37:27.555083,2023-10-24 20:37:27.559594,2918,2921,28 days 23:00:00.004511,695.0000012530556,25,24
V0391,2023-09-09 07:37:27.555083,2023-10-10 14:37:27.559594,4264,1405,31 days 07:00:00.004511,751.0000012530556,9,10
V0392,2023-09-14 00:37:27.555083,2023-10-10 00:37:27.559594,3056,617,26 days 00:00:00.004511,624.0000012530556,14,10
V0393,2023-09-26 18:37:27.555083,2023-10-05 16:37:27.559594,2113,2376,8 days 22:00:00.004511,214.00000125305556,26,5
V0394,2023-09-27 10:37:27.555083,2023-10-09 13:37:27.559594,653,832,12 days 03:00:00.004511,291.00000125305553,27,9
V0395,2023-09-13 04:37:27.555083,2023-10-22 11:37:27.559594,1162,2401,39 days 07:00:00.004511,943.0000012530556,13,22
V0396,2023-09-13 13:37:27.555083,2023-10-17 12:37:27.559594,4497,3465,33 days 23:00:00.004511,815.0000012530556,13,17
V0397,2023-09-07 15:37:27.555083,2023-10-14 01:37:27.559594,689,516,36 days 10:00:00.004511,874.0000012530556,7,14
V0398,2023-09-26 16:37:27.555083,2023-10-31 17:37:27.559594,2063,3990,35 days 01:00:00.004511,841.0000012530556,26,31
V0399,2023-09-04 18:37:27.555083,2023-10-12 01:37:27.559594,2526,1018,37 days 07:00:00.004511,895.0000012530556,4,12
V0400,2023-09-23 15:37:27.555083,2023-10-01 16:37:27.559594,3027,4261,8 days 01:00:00.004511,193.00000125305556,23,1
V0401,2023-09-02 17:37:27.555083,2023-10-15 11:37:27.559594,3774,3450,42 days 18:00:00.004511,1026.0000012530556,2,15
V0402,2023-09-09 20:37:27.555083,2023-10-16 13:37:27.559594,1364,317,36 days 17:00:00.004511,881.0000012530556,9,16
V0403,2023-09-10 19:37:27.555083,2023-10-19 02:37:27.559594,4173,219,38 days 07:00:00.004511,919.0000012530556,10,19
V0404,2023-09-12 09:37:27.555083,2023-10-05 07:37:27.559594,3638,1308,22 days 22:00:00.004511,550.0000012530555,12,5
V0405,2023-09-05 16:37:27.555083,2023-10-04 22:37:27.559594,3594,1764,29 days 06:00:00.004511,702.0000012530556,5,4
V0406,2023-09-27 03:37:27.555083,2023-10-15 05:37:27.559594,825,972,18 days 02:00:00.004511,434.00000125305553,27,15
V0407,2023-09-14 06:37:27.555083,2023-10-12 06:37:27.559594,1332,1364,28 days 00:00:00.004511,672.0000012530556,14,12
V0408,2023-09-08 17:37:27.555083,2023-10-23 22:37:27.559594,4536,4492,45 days 05:00:00.004511,1085.0000012530556,8,23
V0409,2023-09-09 13:37:27.555083,2023-10-11 01:37:27.559594,346,3291,31 days 12:00:00.004511,756.0000012530556,9,11
V0410,2023-09-17 03:37:27.555083,2023-10-25 22:37:27.559594,1218,909,38 days 19:00:00.004511,931.0000012530556,17,25
V0411,2023-09-12 16:37:27.555083,2023-10-31 20:37:27.560593,3922,2796,49 days 04:00:00.005510,1180.0000015305554,12,31
V0412,2023-08-30 04:37:27.555083,2023-10-30 14:37:27.560593,2556,157,61 days 10:00:00.005510,1474.0000015305554,30,30
V0413,2023-09-22 17:37:27.555083,2023-10-07 01:37:27.560593,3358,1963,14 days 08:00:00.005510,344.00000153055555,22,7
V0414,2023-09-17 15:37:27.555083,2023-10-11 15:37:27.560593,3810,1596,24 days 00:00:00.005510,576.0000015305556,17,11
V0415,2023-09-14 04:37:27.555083,2023-10-29 21:37:27.560593,4171,3865,45 days 17:00:00.005510,1097.0000015305557,14,29
